"Time","Pressão Atmosférica","Pressão Atmosférica Reduzida ao Nível do Mar"
2021-06-02 03:24:00,989.4664,1013.4664
2021-06-02 03:25:00,989.4453,1013.4453
2021-06-02 03:26:00,989.3927000000001,1013.3927000000001
2021-06-02 03:27:00,989.34315,1013.34315
2021-06-02 03:28:00,989.3230000000001,1013.3230000000001
2021-06-02 03:29:00,989.3263000000001,1013.3263000000001
2021-06-02 03:30:00,989.2966,1013.2966
2021-06-02 03:31:00,989.2561000000001,1013.2561000000001
2021-06-02 03:32:00,989.2734,1013.2734
2021-06-02 03:33:00,989.2402000000001,1013.2402000000001
2021-06-02 03:34:00,989.2031,1013.2031
2021-06-02 03:35:00,989.1452,1013.1452
2021-06-02 03:36:00,989.1014,1013.1014
2021-06-02 03:37:00,989.0663000000001,1013.0663000000001
2021-06-02 03:38:00,989.0384,1013.0384
2021-06-02 03:39:00,989.0539,1013.0539
2021-06-02 03:40:00,989.0364999999999,1013.0364999999999
2021-06-02 03:41:00,988.9997000000001,1012.9997000000001
2021-06-02 03:42:00,989.008,1013.008
2021-06-02 03:43:00,988.9802000000001,1012.9802000000001
2021-06-02 03:44:00,988.9278,1012.9278
2021-06-02 03:45:00,988.92935,1012.92935
2021-06-02 03:46:00,988.9048,1012.9048
2021-06-02 03:47:00,988.9539,1012.9539
2021-06-02 03:48:00,988.9539,1012.9539
2021-06-02 03:49:00,988.9817999999999,1012.9817999999999
2021-06-02 03:50:00,988.9484,1012.9484
2021-06-02 03:51:00,988.9481,1012.9481
2021-06-02 03:52:00,988.9431,1012.9431
2021-06-02 03:53:00,988.9116,1012.9116
2021-06-02 03:54:00,988.8555,1012.8555
2021-06-02 03:55:00,988.8293,1012.8293
2021-06-02 03:56:00,988.8241,1012.8241
2021-06-02 03:57:00,988.8014999999999,1012.8014999999999
2021-06-02 03:58:00,988.7825,1012.7825
2021-06-02 03:59:00,988.7401,1012.7401
2021-06-02 04:00:00,988.6738,1012.6738
2021-06-02 04:01:00,988.6650000000001,1012.6650000000001
2021-06-02 04:02:00,988.6719,1012.6719
2021-06-02 04:03:00,988.6220500000001,1012.6220500000001
2021-06-02 04:04:00,988.6139999999999,1012.6139999999999
2021-06-02 04:05:00,988.6038000000001,1012.6038000000001
2021-06-02 04:06:00,988.6439,1012.6439
2021-06-02 04:07:00,988.6475,1012.6475
2021-06-02 04:08:00,988.6547,1012.6547
2021-06-02 04:09:00,988.6827000000001,1012.6827000000001
2021-06-02 04:10:00,988.7231,1012.7231
2021-06-02 04:11:00,988.7319,1012.7319
2021-06-02 04:12:00,988.7161,1012.7161
2021-06-02 04:13:00,988.7511000000001,1012.7511000000001
2021-06-02 04:14:00,988.7287,1012.7287
2021-06-02 04:15:00,988.7044000000001,1012.7044000000001
2021-06-02 04:16:00,988.655,1012.655
2021-06-02 04:17:00,988.6538,1012.6538
2021-06-02 04:18:00,988.6467,1012.6467
2021-06-02 04:19:00,988.615,1012.615
2021-06-02 04:20:00,988.6125,1012.6125
2021-06-02 04:21:00,988.6258,1012.6258
2021-06-02 04:22:00,988.6327000000001,1012.6327000000001
2021-06-02 04:23:00,988.6064,1012.6064
2021-06-02 04:24:00,988.6134,1012.6134
2021-06-02 04:25:00,988.6258,1012.6258
2021-06-02 04:26:00,988.659,1012.659
2021-06-02 04:27:00,988.6727000000001,1012.6727000000001
2021-06-02 04:28:00,988.7287,1012.7287
2021-06-02 04:29:00,988.7601,1012.7601
2021-06-02 04:30:00,988.7494,1012.7494
2021-06-02 04:31:00,988.732,1012.732
2021-06-02 04:32:00,988.7427,1012.7427
2021-06-02 04:33:00,988.7281,1012.7281
2021-06-02 04:34:00,988.7161,1012.7161
2021-06-02 04:35:00,988.737,1012.737
2021-06-02 04:36:00,988.7103,1012.7103
2021-06-02 04:37:00,988.7297,1012.7297
2021-06-02 04:38:00,988.7418,1012.7418
2021-06-02 04:39:00,988.7486,1012.7486
2021-06-02 04:40:00,988.7609,1012.7609
2021-06-02 04:41:00,988.7623,1012.7623
2021-06-02 04:42:00,988.7184,1012.7184
2021-06-02 04:43:00,988.7184,1012.7184
2021-06-02 04:44:00,988.7181,1012.7181
2021-06-02 04:45:00,988.7217,1012.7217
2021-06-02 04:46:00,988.7602,1012.7602
2021-06-02 04:47:00,988.7511999999999,1012.7511999999999
2021-06-02 04:48:00,988.7739,1012.7739
2021-06-02 04:49:00,988.7947,1012.7947
2021-06-02 04:50:00,988.8033,1012.8033
2021-06-02 04:51:00,988.8309,1012.8309
2021-06-02 04:52:00,988.8433,1012.8433
2021-06-02 04:53:00,988.7992,1012.7992
2021-06-02 04:54:00,988.7591000000001,1012.7591000000001
2021-06-02 04:55:00,988.7573,1012.7573
2021-06-02 04:56:00,988.7433000000001,1012.7433000000001
2021-06-02 04:57:00,988.7061,1012.7061
2021-06-02 04:58:00,988.6921000000001,1012.6921000000001
2021-06-02 04:59:00,988.6905,1012.6905
2021-06-02 05:00:00,988.6763000000001,1012.6763000000001
2021-06-02 05:01:00,988.6872000000001,1012.6872000000001
2021-06-02 05:02:00,988.6708,1012.6708
2021-06-02 05:03:00,988.6411,1012.6411
2021-06-02 05:04:00,988.6148,1012.6148
2021-06-02 05:05:00,988.6132000000001,1012.6132000000001
2021-06-02 05:06:00,988.6080000000001,1012.6080000000001
2021-06-02 05:07:00,988.6042,1012.6042
2021-06-02 05:08:00,988.5730000000001,1012.5730000000001
2021-06-02 05:09:00,988.5572999999999,1012.5572999999999
2021-06-02 05:10:00,988.537,1012.537
2021-06-02 05:11:00,988.5073,1012.5073
2021-06-02 05:12:00,988.5056,1012.5056
2021-06-02 05:13:00,988.4480000000001,1012.4480000000001
2021-06-02 05:14:00,988.40265,1012.40265
2021-06-02 05:15:00,988.3488000000001,1012.3488000000001
2021-06-02 05:16:00,988.3559,1012.3559
2021-06-02 05:17:00,988.3226,1012.3226
2021-06-02 05:18:00,988.2878000000001,1012.2878000000001
2021-06-02 05:19:00,988.2755000000001,1012.2755000000001
2021-06-02 05:20:00,988.2664,1012.2664
2021-06-02 05:21:00,988.2545,1012.2545
2021-06-02 05:22:00,988.2913000000001,1012.2913000000001
2021-06-02 05:23:00,988.3126,1012.3126
2021-06-02 05:24:00,988.33,1012.33
2021-06-02 05:25:00,988.3352000000001,1012.3352000000001
2021-06-02 05:26:00,988.3525000000001,1012.3525000000001
2021-06-02 05:27:00,988.3788000000001,1012.3788000000001
2021-06-02 05:28:00,988.3683000000001,1012.3683000000001
2021-06-02 05:29:00,988.3702000000001,1012.3702000000001
2021-06-02 05:30:00,988.3139,1012.3139
2021-06-02 05:31:00,988.3017,1012.3017
2021-06-02 05:32:00,988.2995500000001,1012.2995500000001
2021-06-02 05:33:00,988.3117,1012.3117
2021-06-02 05:34:00,988.3009,1012.3009
2021-06-02 05:35:00,988.2838,1012.2838
2021-06-02 05:36:00,988.2744,1012.2744
2021-06-02 05:37:00,988.2850999999999,1012.2850999999999
2021-06-02 05:38:00,988.2566,1012.2566
2021-06-02 05:39:00,988.2533000000001,1012.2533000000001
2021-06-02 05:40:00,988.2423,1012.2423
2021-06-02 05:41:00,988.2441,1012.2441
2021-06-02 05:42:00,988.2806,1012.2806
2021-06-02 05:43:00,988.3208999999999,1012.3208999999999
2021-06-02 05:44:00,988.3364,1012.3364
2021-06-02 05:45:00,988.3219,1012.3219
2021-06-02 05:46:00,988.3691,1012.3691
2021-06-02 05:47:00,988.36,1012.36
2021-06-02 05:48:00,988.3477,1012.3477
2021-06-02 05:49:00,988.3683000000001,1012.3683000000001
2021-06-02 05:50:00,988.3686,1012.3686
2021-06-02 05:51:00,988.3991000000001,1012.3991000000001
2021-06-02 05:52:00,988.388,1012.388
2021-06-02 05:53:00,988.3895,1012.3895
2021-06-02 05:54:00,988.4031,1012.4031
2021-06-02 05:55:00,988.3945,1012.3945
2021-06-02 05:56:00,988.3919999999999,1012.3919999999999
2021-06-02 05:57:00,988.3778,1012.3778
2021-06-02 05:58:00,988.3845,1012.3845
2021-06-02 05:59:00,988.3423,1012.3423
2021-06-02 06:00:00,988.3334,1012.3334
2021-06-02 06:01:00,988.3158999999999,1012.3158999999999
2021-06-02 06:02:00,988.2892999999999,1012.2892999999999
2021-06-02 06:03:00,988.283,1012.283
2021-06-02 06:04:00,988.2996,1012.2996
2021-06-02 06:05:00,988.3294999999999,1012.3294999999999
2021-06-02 06:06:00,988.3148,1012.3148
2021-06-02 06:07:00,988.32545,1012.32545
2021-06-02 06:08:00,988.3694,1012.3694
2021-06-02 06:09:00,988.3842,1012.3842
2021-06-02 06:10:00,988.4404,1012.4404
2021-06-02 06:11:00,988.4591,1012.4591
2021-06-02 06:12:00,988.4992,1012.4992
2021-06-02 06:13:00,988.4971,1012.4971
2021-06-02 06:14:00,988.4537,1012.4537
2021-06-02 06:15:00,988.457,1012.457
2021-06-02 06:16:00,988.4291000000001,1012.4291000000001
2021-06-02 06:17:00,988.4605,1012.4605
2021-06-02 06:18:00,988.4645,1012.4645
2021-06-02 06:19:00,988.4378,1012.4378
2021-06-02 06:20:00,988.4556,1012.4556
2021-06-02 06:21:00,988.4398,1012.4398
2021-06-02 06:22:00,988.4539,1012.4539
2021-06-02 06:23:00,988.4538000000001,1012.4538000000001
2021-06-02 06:24:00,988.4259,1012.4259
2021-06-02 06:25:00,988.49595,1012.49595
2021-06-02 06:26:00,988.5186,1012.5186
2021-06-02 06:27:00,988.5416,1012.5416
2021-06-02 06:28:00,988.5482000000001,1012.5482000000001
2021-06-02 06:29:00,988.5758999999999,1012.5758999999999
2021-06-02 06:30:00,988.6003000000001,1012.6003000000001
2021-06-02 06:31:00,988.6042,1012.6042
2021-06-02 06:32:00,988.6353,1012.6353
2021-06-02 06:33:00,988.6825,1012.6825
2021-06-02 06:34:00,988.6789,1012.6789
2021-06-02 06:35:00,985.2347000000001,1009.2347000000001
2021-06-02 06:36:00,988.6825,1012.6825
2021-06-02 06:37:00,988.6881,1012.6881
2021-06-02 06:38:00,988.6777000000001,1012.6777000000001
2021-06-02 06:39:00,988.6548,1012.6548
2021-06-02 06:40:00,988.6463000000001,1012.6463000000001
2021-06-02 06:41:00,988.6169000000001,1012.6169000000001
2021-06-02 06:42:00,988.5973,1012.5973
2021-06-02 06:43:00,988.5731000000001,1012.5731000000001
2021-06-02 06:44:00,988.5450999999999,1012.5450999999999
2021-06-02 06:45:00,988.5068,1012.5068
2021-06-02 06:46:00,988.4914,1012.4914
2021-06-02 06:47:00,988.4913,1012.4913
2021-06-02 06:48:00,988.5105000000001,1012.5105000000001
2021-06-02 06:49:00,988.5322,1012.5322
2021-06-02 06:50:00,988.5181,1012.5181
2021-06-02 06:51:00,988.4834,1012.4834
2021-06-02 06:52:00,988.4888000000001,1012.4888000000001
2021-06-02 06:53:00,988.5228,1012.5228
2021-06-02 06:54:00,988.5031,1012.5031
2021-06-02 06:55:00,988.5281,1012.5281
2021-06-02 06:56:00,988.5647,1012.5647
2021-06-02 06:57:00,988.6247000000001,1012.6247000000001
2021-06-02 06:58:00,988.6504,1012.6504
2021-06-02 06:59:00,988.6506,1012.6506
2021-06-02 07:00:00,988.6805,1012.6805
2021-06-02 07:01:00,988.67245,1012.67245
2021-06-02 07:02:00,988.6713000000001,1012.6713000000001
2021-06-02 07:03:00,988.7044999999999,1012.7044999999999
2021-06-02 07:04:00,988.7184,1012.7184
2021-06-02 07:05:00,988.7133,1012.7133
2021-06-02 07:06:00,988.7458,1012.7458
2021-06-02 07:07:00,988.7198,1012.7198
2021-06-02 07:08:00,988.7613000000001,1012.7613000000001
2021-06-02 07:09:00,988.7522,1012.7522
2021-06-02 07:10:00,988.785,1012.785
2021-06-02 07:11:00,988.7552000000001,1012.7552000000001
2021-06-02 07:12:00,988.7652,1012.7652
2021-06-02 07:13:00,988.7648,1012.7648
2021-06-02 07:14:00,988.7559,1012.7559
2021-06-02 07:15:00,988.7799000000001,1012.7799000000001
2021-06-02 07:16:00,988.7688,1012.7688
2021-06-02 07:17:00,988.7583999999999,1012.7583999999999
2021-06-02 07:18:00,988.7806,1012.7806
2021-06-02 07:19:00,988.7899,1012.7899
2021-06-02 07:20:00,988.8095,1012.8095
2021-06-02 07:21:00,988.8166000000001,1012.8166000000001
2021-06-02 07:22:00,988.8130000000001,1012.8130000000001
2021-06-02 07:23:00,988.8078,1012.8078
2021-06-02 07:24:00,988.7868,1012.7868
2021-06-02 07:25:00,988.8213000000001,1012.8213000000001
2021-06-02 07:26:00,988.8339,1012.8339
2021-06-02 07:27:00,988.8227,1012.8227
2021-06-02 07:28:00,988.8467999999999,1012.8467999999999
2021-06-02 07:29:00,988.8519,1012.8519
2021-06-02 07:30:00,988.8675999999999,1012.8675999999999
2021-06-02 07:31:00,988.8764,1012.8764
2021-06-02 07:32:00,988.9288,1012.9288
2021-06-02 07:33:00,988.9112,1012.9112
2021-06-02 07:34:00,988.9137,1012.9137
2021-06-02 07:35:00,988.9191000000001,1012.9191000000001
2021-06-02 07:36:00,988.9350999999999,1012.9350999999999
2021-06-02 07:37:00,988.92725,1012.92725
2021-06-02 07:38:00,988.9019000000001,1012.9019000000001
2021-06-02 07:39:00,988.8898,1012.8898
2021-06-02 07:40:00,988.8684,1012.8684
2021-06-02 07:41:00,988.8963000000001,1012.8963000000001
2021-06-02 07:42:00,988.8911,1012.8911
2021-06-02 07:43:00,988.8858,1012.8858
2021-06-02 07:44:00,988.9086,1012.9086
2021-06-02 07:45:00,988.9318,1012.9318
2021-06-02 07:46:00,988.9084,1012.9084
2021-06-02 07:47:00,988.9188,1012.9188
2021-06-02 07:48:00,988.9330000000001,1012.9330000000001
2021-06-02 07:49:00,988.917,1012.917
2021-06-02 07:50:00,988.9448,1012.9448
2021-06-02 07:51:00,988.9556,1012.9556
2021-06-02 07:52:00,988.9517999999999,1012.9517999999999
2021-06-02 07:53:00,988.9395,1012.9395
2021-06-02 07:54:00,988.90795,1012.90795
2021-06-02 07:55:00,988.8645,1012.8645
2021-06-02 07:56:00,988.8752000000001,1012.8752000000001
2021-06-02 07:57:00,988.8473,1012.8473
2021-06-02 07:58:00,988.8334,1012.8334
2021-06-02 07:59:00,988.8124,1012.8124
2021-06-02 08:00:00,988.8213000000001,1012.8213000000001
2021-06-02 08:01:00,988.8177000000001,1012.8177000000001
2021-06-02 08:02:00,988.8248,1012.8248
2021-06-02 08:03:00,988.807,1012.807
2021-06-02 08:04:00,988.7916,1012.7916
2021-06-02 08:05:00,988.7545,1012.7545
2021-06-02 08:06:00,988.7617,1012.7617
2021-06-02 08:07:00,988.7475000000001,1012.7475000000001
2021-06-02 08:08:00,988.7302000000001,1012.7302000000001
2021-06-02 08:09:00,988.7389999999999,1012.7389999999999
2021-06-02 08:10:00,988.7496000000001,1012.7496000000001
2021-06-02 08:11:00,988.753,1012.753
2021-06-02 08:12:00,988.7677,1012.7677
2021-06-02 08:13:00,988.7652,1012.7652
2021-06-02 08:14:00,988.7583000000001,1012.7583000000001
2021-06-02 08:15:00,988.7582000000001,1012.7582000000001
2021-06-02 08:16:00,988.7477,1012.7477
2021-06-02 08:17:00,,
2021-06-02 08:18:00,,
2021-06-02 08:19:00,,
2021-06-02 08:20:00,,
2021-06-02 08:21:00,,
2021-06-02 08:22:00,,
2021-06-02 08:23:00,,
2021-06-02 08:24:00,,
2021-06-02 08:25:00,,
2021-06-02 08:26:00,,
2021-06-02 08:27:00,,
2021-06-02 08:28:00,,
2021-06-02 08:29:00,,
2021-06-02 08:30:00,,
2021-06-02 08:31:00,,
2021-06-02 08:32:00,,
2021-06-02 08:33:00,,
2021-06-02 08:34:00,,
2021-06-02 08:35:00,,
2021-06-02 08:36:00,,
2021-06-02 08:37:00,,
2021-06-02 08:38:00,,
2021-06-02 08:39:00,,
2021-06-02 08:40:00,,
2021-06-02 08:41:00,,
2021-06-02 08:42:00,,
2021-06-02 08:43:00,,
2021-06-02 08:44:00,,
2021-06-02 08:45:00,,
2021-06-02 08:46:00,,
2021-06-02 08:47:00,,
2021-06-02 08:48:00,,
2021-06-02 08:49:00,,
2021-06-02 08:50:00,,
2021-06-02 08:51:00,,
2021-06-02 08:52:00,,
2021-06-02 08:53:00,,
2021-06-02 08:54:00,,
2021-06-02 08:55:00,,
2021-06-02 08:56:00,,
2021-06-02 08:57:00,,
2021-06-02 08:58:00,,
2021-06-02 08:59:00,,
2021-06-02 09:00:00,,
2021-06-02 09:01:00,,
2021-06-02 09:02:00,,
2021-06-02 09:03:00,,
2021-06-02 09:04:00,,
2021-06-02 09:05:00,,
2021-06-02 09:06:00,,
2021-06-02 09:07:00,,
2021-06-02 09:08:00,,
2021-06-02 09:09:00,,
2021-06-02 09:10:00,,
2021-06-02 09:11:00,,
2021-06-02 09:12:00,,
2021-06-02 09:13:00,,
2021-06-02 09:14:00,,
2021-06-02 09:15:00,,
2021-06-02 09:16:00,,
2021-06-02 09:17:00,,
2021-06-02 09:18:00,,
2021-06-02 09:19:00,,
2021-06-02 09:20:00,,
2021-06-02 09:21:00,,
2021-06-02 09:22:00,,
2021-06-02 09:23:00,,
2021-06-02 09:24:00,,
2021-06-02 09:25:00,,
2021-06-02 09:26:00,,
2021-06-02 09:27:00,,
2021-06-02 09:28:00,,
2021-06-02 09:29:00,,
2021-06-02 09:30:00,,
2021-06-02 09:31:00,,
2021-06-02 09:32:00,,
2021-06-02 09:33:00,,
2021-06-02 09:34:00,,
2021-06-02 09:35:00,,
2021-06-02 09:36:00,,
2021-06-02 09:37:00,,
2021-06-02 09:38:00,,
2021-06-02 09:39:00,,
2021-06-02 09:40:00,,
2021-06-02 09:41:00,,
2021-06-02 09:42:00,,
2021-06-02 09:43:00,,
2021-06-02 09:44:00,,
2021-06-02 09:45:00,,
2021-06-02 09:46:00,,
2021-06-02 09:47:00,,
2021-06-02 09:48:00,,
2021-06-02 09:49:00,,
2021-06-02 09:50:00,,
2021-06-02 09:51:00,,
2021-06-02 09:52:00,,
2021-06-02 09:53:00,,
2021-06-02 09:54:00,,
2021-06-02 09:55:00,,
2021-06-02 09:56:00,,
2021-06-02 09:57:00,,
2021-06-02 09:58:00,,
2021-06-02 09:59:00,,
2021-06-02 10:00:00,,
2021-06-02 10:01:00,,
2021-06-02 10:02:00,,
2021-06-02 10:03:00,,
2021-06-02 10:04:00,,
2021-06-02 10:05:00,,
2021-06-02 10:06:00,,
2021-06-02 10:07:00,,
2021-06-02 10:08:00,,
2021-06-02 10:09:00,,
2021-06-02 10:10:00,,
2021-06-02 10:11:00,,
2021-06-02 10:12:00,,
2021-06-02 10:13:00,,
2021-06-02 10:14:00,,
2021-06-02 10:15:00,,
2021-06-02 10:16:00,,
2021-06-02 10:17:00,,
2021-06-02 10:18:00,,
2021-06-02 10:19:00,,
